436164337455988736	336199483	0	2	O
436164337455988736	336199483	4	6	O
436164337455988736	336199483	8	10	O
436164337455988736	336199483	12	12	O
436164337455988736	336199483	13	42	O
436164337455988736	336199483	44	45	O
436164337455988736	336199483	47	51	O
436164337455988736	336199483	52	52	O
436164337455988736	336199483	54	55	O
436164337455988736	336199483	57	58	O
436164337455988736	336199483	60	65	O
436164337455988736	336199483	67	67	O
436164337455988736	336199483	69	72	O
436164337455988736	336199483	74	76	O
436164337455988736	336199483	78	79	O
436164337455988736	336199483	81	82	O
436164337455988736	336199483	83	85	O
436164337455988736	336199483	87	89	O
436164337455988736	336199483	91	93	O
436164337455988736	336199483	95	97	O
436164337455988736	336199483	98	98	O
436164337455988736	336199483	100	101	O
436164337455988736	336199483	103	106	O
436164337455988736	336199483	107	109	O
436164337455988736	336199483	111	114	O
436164337455988736	336199483	116	120	O
436164337455988736	336199483	122	128	O
436164337455988736	336199483	129	129	O
427961125674561537	1160520883	0	9	O
427961125674561537	1160520883	11	12	O
427961125674561537	1160520883	14	21	O
427961125674561537	1160520883	23	26	O
427961125674561537	1160520883	28	29	O
432612584693313536	304724626	0	8	O
432612584693313536	304724626	10	12	O
432612584693313536	304724626	14	16	O
432612584693313536	304724626	18	18	O
432612584693313536	304724626	20	26	O
432612584693313536	304724626	28	29	O
432612584693313536	304724626	31	36	O
432612584693313536	304724626	38	42	O
432612584693313536	304724626	44	47	O
432612584693313536	304724626	49	51	O
432612584693313536	304724626	53	55	O
432612584693313536	304724626	57	59	O
432612584693313536	304724626	61	65	O
432612584693313536	304724626	67	70	O
432612584693313536	304724626	72	76	B-ORG
432612584693313536	304724626	78	81	I-ORG
432612584693313536	304724626	83	85	O
432612584693313536	304724626	87	87	O
432612584693313536	304724626	89	92	O
432612584693313536	304724626	94	94	O
432612584693313536	304724626	96	100	O
432612584693313536	304724626	102	104	O
432612584693313536	304724626	106	109	O
432612584693313536	304724626	111	112	O
432612584693313536	304724626	114	120	B-LOC
432612584693313536	304724626	122	123	O
432612584693313536	304724626	125	129	B-ORG
